PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Calais Campbell,s:20~l:28~a:11284,Black,9962.84%,33,Happy,9999.98%,"6' 8"", 307 lbs",9/1/1986 (38),Miami,"2008: Rd 2, Pk 50 (ARI)",Active,https://www.espn.com/nfl/player/_/id/11284/calais-campbell
Kelvin Beachum,s:20~l:28~a:15035,Black,9998.54%,29,Neutral,9997.36%,"6' 3"", 308 lbs",6/8/1989 (36),SMU,"2012: Rd 7, Pk 248 (PIT)",Active,https://www.espn.com/nfl/player/_/id/15035/kelvin-beachum
Aaron Brewer,s:20~l:28~a:15241,White,9999.03%,29,Happy,9981.21%,"6' 5"", 232 lbs",7/5/1990 (34),San Diego St,N/A,Active,https://www.espn.com/nfl/player/_/id/15241/aaron-brewer
Jacoby Brissett,s:20~l:28~a:2578570,Black,10000.00%,24,Neutral,9999.98%,"6' 4"", 235 lbs",12/11/1992 (32),NC State,"2016: Rd 3, Pk 91 (NE)",Active,https://www.espn.com/nfl/player/_/id/2578570/jacoby-brissett
Dalvin Tomlinson,s:20~l:28~a:2979860,Black,10000.00%,35,Neutral,7324.45%,"6' 3"", 325 lbs",2/28/1994 (31),Alabama,"2017: Rd 2, Pk 55 (NYG)",Active,https://www.espn.com/nfl/player/_/id/2979860/dalvin-tomlinson
James Conner,s:20~l:28~a:3045147,Latino Hispanic,3372.45%,24,Happy,9747.51%,"6' 1"", 233 lbs",5/5/1995 (30),Pitt,"2017: Rd 3, Pk 105 (PIT)",Active,https://www.espn.com/nfl/player/_/id/3045147/james-conner
Zay Jones,s:20~l:28~a:3059722,Black,9975.94%,26,Happy,9367.14%,"6' 2"", 200 lbs",3/30/1995 (30),ECU,"2017: Rd 2, Pk 37 (BUF)",Active,https://www.espn.com/nfl/player/_/id/3059722/zay-jones
L.J. Collier,s:20~l:28~a:3116449,Black,10000.00%,35,Neutral,9999.41%,"6' 2"", 291 lbs",9/12/1995 (29),TCU,"2019: Rd 1, Pk 29 (SEA)",Active,https://www.espn.com/nfl/player/_/id/3116449/lj-collier
Justin Jones,s:20~l:28~a:3116746,Black,10000.00%,31,Neutral,9995.53%,"6' 3"", 309 lbs",8/28/1996 (28),NC State,"2018: Rd 3, Pk 84 (LAC)",Active,https://www.espn.com/nfl/player/_/id/3116746/justin-jones
Bilal Nichols,s:20~l:28~a:3117922,Black,10000.00%,28,Happy,8155.04%,"6' 4"", 313 lbs",9/14/1996 (28),Delaware,"2018: Rd 5, Pk 145 (CHI)",Active,https://www.espn.com/nfl/player/_/id/3117922/bilal-nichols
Budda Baker,s:20~l:28~a:3127287,Black,9958.64%,25,Neutral,9999.59%,"5' 10"", 195 lbs",1/10/1996 (29),Washington,"2017: Rd 2, Pk 36 (ARI)",Active,https://www.espn.com/nfl/player/_/id/3127287/budda-baker
Evan Brown,s:20~l:28~a:3128412,White,9577.74%,30,Happy,8315.25%,"6' 3"", 320 lbs",9/16/1996 (28),SMU,N/A,Active,https://www.espn.com/nfl/player/_/id/3128412/evan-brown
Josh Sweat,s:20~l:28~a:3693166,Black,10000.00%,32,Happy,6183.08%,"6' 5"", 265 lbs",3/29/1997 (28),FSU,"2018: Rd 4, Pk 130 (PHI)",Active,https://www.espn.com/nfl/player/_/id/3693166/josh-sweat
Hjalte Froholdt,s:20~l:28~a:3886633,White,9574.75%,28,Happy,9934.29%,"6' 5"", 310 lbs",8/20/1996 (28),Arkansas,"2019: Rd 4, Pk 118 (NE)",Active,https://www.espn.com/nfl/player/_/id/3886633/hjalte-froholdt
Andre Baccellia,s:20~l:28~a:3886809,Latino Hispanic,3565.49%,30,Neutral,9849.61%,"5' 10"", 175 lbs",1/7/1997 (28),Washington,N/A,Active,https://www.espn.com/nfl/player/_/id/3886809/andre-baccellia
Josiah Deguara,s:20~l:28~a:3914151,White,6162.92%,31,Happy,9989.36%,"6' 2"", 238 lbs",2/14/1997 (28),Cincinnati,"2020: Rd 3, Pk 94 (GB)",Active,https://www.espn.com/nfl/player/_/id/3914151/josiah-deguara
Akeem Davis-Gaither,s:20~l:28~a:3917142,Black,10000.00%,26,Happy,9876.23%,"6' 2"", 238 lbs",9/21/1997 (27),App State,"2020: Rd 4, Pk 107 (CIN)",Active,https://www.espn.com/nfl/player/_/id/3917142/akeem-davis-gaither
Kyler Murray,s:20~l:28~a:3917315,Black,9999.99%,23,Happy,9962.97%,"5' 10"", 207 lbs",8/7/1997 (27),Oklahoma,"2019: Rd 1, Pk 1 (ARI)",Active,https://www.espn.com/nfl/player/_/id/3917315/kyler-murray
Nick Leverett,s:20~l:28~a:3920591,Black,10000.00%,24,Happy,9613.49%,"6' 3"", 310 lbs",1/11/1997 (28),Rice,N/A,Active,https://www.espn.com/nfl/player/_/id/3920591/nick-leverett
Jake Curhan,s:20~l:28~a:4035870,White,5100.34%,30,Fear,9940.75%,"6' 6"", 316 lbs",2/9/1998 (27),California,N/A,Active,https://www.espn.com/nfl/player/_/id/4035870/jake-curhan
Greg Dortch,s:20~l:28~a:4037235,Black,10000.00%,29,Happy,9677.96%,"5' 7"", 175 lbs",5/29/1998 (27),Wake Forest,N/A,Active,https://www.espn.com/nfl/player/_/id/4037235/greg-dortch
Jonah Williams,s:20~l:28~a:4040726,White,9792.02%,28,Fear,5126.30%,"6' 5"", 312 lbs",11/17/1997 (27),Alabama,"2019: Rd 1, Pk 11 (CIN)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4040726/jonah-williams
Mack Wilson Sr.,s:20~l:28~a:4040983,Black,10000.00%,25,Neutral,9996.22%,"6' 1"", 246 lbs",2/14/1998 (27),Alabama,"2019: Rd 5, Pk 155 (CLE)",Active,https://www.espn.com/nfl/player/_/id/4040983/mack-wilson-sr
Jalen Thompson,s:20~l:28~a:4043089,Black,10000.00%,24,Happy,9345.96%,"5' 11"", 190 lbs",7/18/1998 (26),Washington St,N/A,Active,https://www.espn.com/nfl/player/_/id/4043089/jalen-thompson
Blake Gillikin,s:20~l:28~a:4045180,White,10000.00%,26,Happy,9997.35%,"6' 2"", 196 lbs",1/21/1998 (27),Penn State,N/A,Active,https://www.espn.com/nfl/player/_/id/4045180/blake-gillikin
Trishton Jackson,s:20~l:28~a:4046715,Black,10000.00%,30,Neutral,8202.12%,"6' 1"", 191 lbs",3/9/1998 (27),Syracuse,N/A,Active,https://www.espn.com/nfl/player/_/id/4046715/trishton-jackson
Royce Newman,s:20~l:28~a:4047660,White,9996.78%,26,Happy,9883.95%,"6' 5"", 310 lbs",8/17/1997 (27),Ole Miss,"2021: Rd 4, Pk 142 (GB)",Active,https://www.espn.com/nfl/player/_/id/4047660/royce-newman
Quez Watkins,s:20~l:28~a:4050373,Black,10000.00%,29,Happy,9361.58%,"6' 0"", 193 lbs",6/9/1998 (27),Southern Miss,"2020: Rd 6, Pk 200 (PHI)",Active,https://www.espn.com/nfl/player/_/id/4050373/quez-watkins
DeeJay Dallas,s:20~l:28~a:4240631,Black,9999.31%,26,Neutral,9999.96%,"5' 10"", 214 lbs",9/16/1998 (26),Miami,"2020: Rd 4, Pk 144 (SEA)",Active,https://www.espn.com/nfl/player/_/id/4240631/deejay-dallas
Michael Carter,s:20~l:28~a:4240657,Black,10000.00%,25,Neutral,9999.06%,"5' 8"", 201 lbs",5/7/1999 (26),North Carolina,"2021: Rd 4, Pk 107 (NYJ)",Active,https://www.espn.com/nfl/player/_/id/4240657/michael-carter
Joey Blount,s:20~l:28~a:4240824,Black,8318.52%,26,Neutral,5195.58%,"6' 1"", 201 lbs",11/16/1998 (26),Virginia,N/A,Active,https://www.espn.com/nfl/player/_/id/4240824/joey-blount
Elliott Brown,s:20~l:28~a:4240826,White,8678.69%,36,Happy,9740.72%,"6' 5"", 240 lbs",N/A,Virginia,N/A,Active,https://www.espn.com/nfl/player/_/id/4240826/elliott-brown
Jaylon Jones,s:20~l:28~a:4241278,Black,9917.41%,23,Happy,9634.68%,N/A,10/14/1997,Georgia St,N/A,N/A,https://www.espn.com/nfl/player/_/id/4241278/jaylon-jones
Baron Browning,s:20~l:28~a:4241987,Black,10000.00%,32,Happy,9998.10%,"6' 3"", 240 lbs",2/19/1999 (26),Ohio State,"2021: Rd 3, Pk 105 (DEN)",Active,https://www.espn.com/nfl/player/_/id/4241987/baron-browning
Mykal Walker,s:20~l:28~a:4243009,Black,10000.00%,28,Neutral,9999.96%,"6' 3"", 230 lbs",8/28/1997 (27),Fresno St,"2020: Rd 4, Pk 119 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4243009/mykal-walker
J.J. Russell,s:20~l:28~a:4243366,Black,10000.00%,33,Happy,10000.00%,"6' 1"", 225 lbs",10/12/1998 (26),Memphis,N/A,Active,https://www.espn.com/nfl/player/_/id/4243366/jj-russell
Zaven Collins,s:20~l:28~a:4244606,Black,8373.41%,28,Neutral,8289.66%,"6' 4"", 260 lbs",5/19/1999 (26),Tulsa,"2021: Rd 1, Pk 16 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4244606/zaven-collins
McClendon Curtis,s:20~l:28~a:4247276,Black,10000.00%,28,Happy,9907.55%,"6' 6"", 325 lbs",9/16/1999 (25),Chattanooga,N/A,Active,https://www.espn.com/nfl/player/_/id/4247276/mcclendon-curtis
Vi Jones,s:20~l:28~a:4259636,Black,9890.71%,28,Happy,9964.12%,"6' 2"", 225 lbs",5/5/1998 (27),NC State,N/A,Active,https://www.espn.com/nfl/player/_/id/4259636/vi-jones
Darren Hall,s:20~l:28~a:4261606,Black,10000.00%,25,Neutral,9641.79%,"6' 0"", 190 lbs",5/2/2000 (25),San Diego St,"2021: Rd 4, Pk 108 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4261606/darren-hall
Clayton Tune,s:20~l:28~a:4360175,White,9998.95%,28,Happy,9999.68%,"6' 3"", 220 lbs",3/23/1999 (26),Houston,"2023: Rd 5, Pk 139 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4360175/clayton-tune
Elijah Jones,s:20~l:28~a:4360203,Black,10000.00%,25,Neutral,9964.90%,"6' 1"", 185 lbs",1/8/2000 (25),Boston College,"2024: Rd 3, Pk 90 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4360203/elijah-jones
Xavier Thomas,s:20~l:28~a:4360304,Black,2846.23%,43,Happy,6356.35%,"6' 2"", 244 lbs",12/20/1999 (25),Clemson,"2024: Rd 5, Pk 138 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4360304/xavier-thomas
Simi Fehoko,s:20~l:28~a:4360739,Latino Hispanic,2603.94%,23,Happy,9772.60%,"6' 4"", 218 lbs",11/5/1997 (27),Stanford,"2021: Rd 5, Pk 179 (DAL)",Active,https://www.espn.com/nfl/player/_/id/4360739/simi-fehoko
Michael Wilson,s:20~l:28~a:4360761,Latino Hispanic,4623.96%,24,Happy,9782.24%,"6' 2"", 213 lbs",2/23/2000 (25),Stanford,"2023: Rd 3, Pk 94 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4360761/michael-wilson
Trey McBride,s:20~l:28~a:4361307,White,9999.90%,36,Happy,9990.29%,"6' 4"", 246 lbs",11/22/1999 (25),Colorado State,"2022: Rd 2, Pk 55 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4361307/trey-mcbride
PJ Mustipher,s:20~l:28~a:4361421,Black,6653.42%,31,Neutral,9481.27%,"6' 4"", 318 lbs",11/10/1999 (25),Penn State,N/A,Active,https://www.espn.com/nfl/player/_/id/4361421/pj-mustipher
Christian Jones,s:20~l:28~a:4362103,Black,10000.00%,28,Happy,9996.87%,"6' 5"", 305 lbs",5/12/2000 (25),Texas,"2024: Rd 5, Pk 162 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4362103/christian-jones
Dante Stills,s:20~l:28~a:4362225,Black,9987.20%,31,Happy,9043.11%,"6' 4"", 286 lbs",12/14/1999 (25),West Virginia,"2023: Rd 6, Pk 213 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4362225/dante-stills
Emari Demercado,s:20~l:28~a:4362478,Black,9999.96%,30,Happy,9751.16%,"5' 9"", 215 lbs",1/20/1999 (26),TCU,N/A,Active,https://www.espn.com/nfl/player/_/id/4362478/emari-demercado
Starling Thomas V,s:20~l:28~a:4363408,Black,9999.91%,30,Neutral,9999.79%,"5' 10"", 194 lbs",1/25/2000 (25),UAB,N/A,Active,https://www.espn.com/nfl/player/_/id/4363408/starling-thomas-v
Chad Ryland,s:20~l:28~a:4363538,White,9999.39%,28,Happy,9670.27%,"6' 0"", 195 lbs",10/15/1999 (25),Maryland,"2023: Rd 4, Pk 112 (NE)",Active,https://www.espn.com/nfl/player/_/id/4363538/chad-ryland
Jon Gaines II,s:20~l:28~a:4367199,Black,10000.00%,31,Neutral,9999.97%,"6' 4"", 303 lbs",5/24/1999 (26),UCLA,"2023: Rd 4, Pk 122 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4367199/jon-gaines-ii
Ekow Boye-Doe,s:20~l:28~a:4373061,Black,10000.00%,27,Neutral,9999.78%,"6' 0"", 177 lbs",11/4/1999 (25),Kansas St,N/A,Active,https://www.espn.com/nfl/player/_/id/4373061/ekow-boye-doe
Jaden Davis,s:20~l:28~a:4426435,Black,10000.00%,26,Happy,9953.67%,"5' 10"", 182 lbs",2/18/2001 (24),Miami,"2024: Rd 7, Pk 226 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4426435/jaden-davis
Elijah Higgins,s:20~l:28~a:4426844,Black,9720.33%,25,Happy,9360.81%,"6' 3"", 235 lbs",10/27/2000 (24),Stanford,"2023: Rd 6, Pk 197 (MIA)",Active,https://www.espn.com/nfl/player/_/id/4426844/elijah-higgins
Kei'Trel Clark,s:20~l:28~a:4426923,Black,10000.00%,23,Neutral,10000.00%,"5' 10"", 181 lbs",3/19/2001 (24),Louisville,"2023: Rd 6, Pk 180 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4426923/keitrel-clark
Sincere Haynesworth,s:20~l:28~a:4427423,Black,9998.24%,26,Happy,9951.01%,"6' 1"", 300 lbs",4/13/2001 (24),Tulane,N/A,Active,https://www.espn.com/nfl/player/_/id/4427423/sincere-haynesworth
Valentin Senn,s:20~l:28~a:4428458,White,9617.03%,26,Neutral,9911.25%,"6' 7"", 310 lbs",N/A,UConn,N/A,Active,https://www.espn.com/nfl/player/_/id/4428458/valentin-senn
Dadrion Taylor-Demerson,s:20~l:28~a:4428633,Black,9999.62%,26,Happy,9038.75%,"5' 10"", 197 lbs",1/20/2001 (24),Texas Tech,"2024: Rd 4, Pk 104 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4428633/dadrion-taylor-demerson
Xavier Weaver,s:20~l:28~a:4428811,Black,9579.93%,23,Neutral,9988.29%,"6' 1"", 169 lbs",10/12/2000 (24),Colorado,N/A,Active,https://www.espn.com/nfl/player/_/id/4428811/xavier-weaver
Paris Johnson Jr.,s:20~l:28~a:4428991,Black,10000.00%,24,Neutral,10000.00%,"6' 6"", 313 lbs",7/3/2001 (23),Ohio State,"2023: Rd 1, Pk 6 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4428991/paris-johnson-jr
Jordan Burch,s:20~l:28~a:4428996,Black,9298.82%,35,Neutral,9981.78%,"6' 4"", 279 lbs",10/10/2001 (23),Oregon,"2025: Rd 3, Pk 78 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4428996/jordan-burch
Cody Simon,s:20~l:28~a:4429071,Black,3125.55%,25,Happy,9355.29%,"6' 2"", 229 lbs",4/1/2002 (23),Ohio State,"2025: Rd 4, Pk 115 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4429071/cody-simon
BJ Ojulari,s:20~l:28~a:4429111,Black,10000.00%,34,Happy,6809.07%,"6' 2"", 248 lbs",4/5/2002 (23),LSU,"2023: Rd 2, Pk 41 (ARI)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4429111/bj-ojulari
Trey Benson,s:20~l:28~a:4429275,Black,10000.00%,25,Happy,5580.76%,"6' 0"", 216 lbs",7/23/2002 (22),Florida St,"2024: Rd 3, Pk 66 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4429275/trey-benson
Josh Fryar,s:20~l:28~a:4429782,Latino Hispanic,3077.68%,37,Happy,9656.67%,"6' 5"", 320 lbs",N/A,Ohio State,N/A,Active,https://www.espn.com/nfl/player/_/id/4429782/josh-fryar
Jammie Robinson,s:20~l:28~a:4430411,Black,10000.00%,25,Happy,9168.60%,"5' 11"", 195 lbs",1/24/2001 (24),Florida St,"2023: Rd 5, Pk 145 (CAR)",Active,https://www.espn.com/nfl/player/_/id/4430411/jammie-robinson
Elijah Simmons,s:20~l:28~a:4430478,Black,10000.00%,31,Neutral,5615.88%,"6' 1"", 334 lbs",N/A,Tennessee,N/A,Active,https://www.espn.com/nfl/player/_/id/4430478/elijah-simmons
Kitan Crawford,s:20~l:28~a:4430821,Black,10000.00%,30,Happy,9996.85%,"5' 11"", 202 lbs",12/31/2001 (23),Nevada,"2025: Rd 7, Pk 225 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4430821/kitan-crawford
Patrick Jenkins,s:20~l:28~a:4431172,Black,9982.18%,31,Neutral,9999.99%,"6' 2"", 293 lbs",N/A,Tulane,N/A,Active,https://www.espn.com/nfl/player/_/id/4431172/patrick-jenkins
Hayden Conner,s:20~l:28~a:4431214,White,9941.02%,34,Neutral,6043.65%,"6' 6"", 314 lbs",4/26/2002 (23),Texas,"2025: Rd 6, Pk 211 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4431214/hayden-conner
Denzel Burke,s:20~l:28~a:4432668,Black,10000.00%,28,Happy,9981.49%,"5' 11"", 186 lbs",11/10/2002 (22),Ohio State,"2025: Rd 5, Pk 174 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4432668/denzel-burke
Bryson Green,s:20~l:28~a:4432705,Latino Hispanic,3047.44%,25,Happy,9999.55%,"6' 1"", 207 lbs",N/A,Wisconsin,N/A,Active,https://www.espn.com/nfl/player/_/id/4432705/bryson-green
Marvin Harrison Jr.,s:20~l:28~a:4432708,Black,10000.00%,28,Angry,9510.38%,"6' 3"", 209 lbs",8/11/2002 (22),Ohio State,"2024: Rd 1, Pk 4 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4432708/marvin-harrison-jr
Owen Pappoe,s:20~l:28~a:4567219,Black,10000.00%,33,Happy,9089.74%,"6' 0"", 225 lbs",9/29/2000 (24),Auburn,"2023: Rd 5, Pk 168 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4567219/owen-pappoe
Garrett Williams,s:20~l:28~a:4568506,Black,10000.00%,28,Happy,9691.96%,"5' 10"", 192 lbs",6/1/2001 (24),Syracuse,"2023: Rd 3, Pk 72 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4568506/garrett-williams
Darius Robinson,s:20~l:28~a:4569480,Black,10000.00%,25,Happy,7444.30%,"6' 5"", 285 lbs",9/13/2001 (23),Missouri,"2024: Rd 1, Pk 27 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4569480/darius-robinson
Jeremiah Byers,s:20~l:28~a:4575664,White,9875.72%,36,Fear,8085.14%,"6' 4"", 320 lbs",N/A,Miami,N/A,Active,https://www.espn.com/nfl/player/_/id/4575664/jeremiah-byers
Will Johnson,s:20~l:28~a:4685408,Black,9955.71%,26,Happy,9980.10%,"6' 2"", 194 lbs",3/29/2003 (22),Michigan,"2025: Rd 2, Pk 47 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4685408/will-johnson
Walter Nolen III,s:20~l:28~a:4685503,Black,10000.00%,29,Neutral,9976.62%,"6' 4"", 296 lbs",10/14/2003 (21),Ole Miss,"2025: Rd 1, Pk 16 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4685503/walter-nolen-iii
Tip Reiman,s:20~l:28~a:4696700,White,9999.41%,25,Happy,9967.97%,"6' 5"", 271 lbs",9/17/2001 (23),Illinois,"2024: Rd 3, Pk 82 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4696700/tip-reiman
Max Melton,s:20~l:28~a:4698113,Black,10000.00%,27,Neutral,9997.02%,"5' 11"", 187 lbs",4/15/2002 (23),Rutgers,"2024: Rd 2, Pk 43 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4698113/max-melton
Tejhaun Palmer,s:20~l:28~a:4875912,Black,10000.00%,27,Happy,9903.54%,"6' 1"", 210 lbs",5/19/2000 (25),UAB,"2024: Rd 6, Pk 191 (ARI)",Active,https://www.espn.com/nfl/player/_/id/4875912/tejhaun-palmer
Isaiah Adams,s:20~l:28~a:5084939,Latino Hispanic,3265.48%,26,Neutral,9992.00%,"6' 4"", 315 lbs",7/21/2000 (24),Illinois,"2024: Rd 3, Pk 71 (ARI)",Active,https://www.espn.com/nfl/player/_/id/5084939/isaiah-adams
Kirk Cousins,s:20~l:28~a:14880,White,9999.91%,34,Happy,9985.65%,"6' 3"", 205 lbs",8/19/1988 (36),Michigan State,"2012: Rd 4, Pk 102 (WSH)",Active,https://www.espn.com/nfl/player/_/id/14880/kirk-cousins
Jake Matthews,s:20~l:28~a:16713,White,9242.87%,33,Neutral,5396.19%,"6' 5"", 310 lbs",2/11/1992 (33),Texas A&M,"2014: Rd 1, Pk 6 (ATL)",Active,https://www.espn.com/nfl/player/_/id/16713/jake-matthews
Storm Norton,s:20~l:28~a:2973014,White,9999.96%,29,Happy,9829.67%,"6' 7"", 310 lbs",5/16/1994 (31),Toledo,N/A,Active,https://www.espn.com/nfl/player/_/id/2973014/storm-norton
Bradley Pinion,s:20~l:28~a:2977680,White,9999.12%,29,Happy,9876.39%,"6' 5"", 265 lbs",6/1/1994 (31),Clemson,"2015: Rd 5, Pk 165 (SF)",Active,https://www.espn.com/nfl/player/_/id/2977680/bradley-pinion
Leonard Floyd,s:20~l:28~a:3043136,Black,10000.00%,29,Happy,9812.02%,"6' 3"", 240 lbs",9/8/1992 (32),Georgia,"2016: Rd 1, Pk 9 (CHI)",Active,https://www.espn.com/nfl/player/_/id/3043136/leonard-floyd
KhaDarel Hodge,s:20~l:28~a:3047876,Black,10000.00%,25,Happy,9211.28%,"6' 2"", 210 lbs",1/3/1995 (30),PV A&M,N/A,Active,https://www.espn.com/nfl/player/_/id/3047876/khadarel-hodge
Younghoe Koo,s:20~l:28~a:3049899,Asian,9998.48%,32,Neutral,6312.79%,"5' 10"", 195 lbs",8/3/1994 (30),Ga Southern,N/A,Active,https://www.espn.com/nfl/player/_/id/3049899/younghoe-koo
Mike Ford Jr.,s:20~l:28~a:3050916,Black,5236.00%,24,Happy,9998.59%,"6' 0"", 194 lbs",8/4/1995 (29),SE Missouri St,N/A,Active,https://www.espn.com/nfl/player/_/id/3050916/mike-ford-jr
Kevin King,s:20~l:28~a:3052170,Black,4777.36%,27,Neutral,5313.40%,"6' 3"", 200 lbs",5/5/1995 (30),Washington,"2017: Rd 2, Pk 33 (GB)",Active,https://www.espn.com/nfl/player/_/id/3052170/kevin-king
Morgan Fox,s:20~l:28~a:3059620,White,9966.56%,30,Happy,9839.77%,"6' 3"", 259 lbs",9/12/1994 (30),CO St Pueb,N/A,Active,https://www.espn.com/nfl/player/_/id/3059620/morgan-fox
Elijah Wilkinson,s:20~l:28~a:3059839,Black,9987.96%,30,Happy,9690.24%,"6' 4"", 310 lbs",2/10/1995 (30),UMass,N/A,Active,https://www.espn.com/nfl/player/_/id/3059839/elijah-wilkinson
Jamal Agnew,s:20~l:28~a:3061612,Black,9936.43%,30,Neutral,9893.48%,"5' 10"", 190 lbs",4/3/1995 (30),San Diego,"2017: Rd 5, Pk 165 (DET)",Active,https://www.espn.com/nfl/player/_/id/3061612/jamal-agnew
Brandon Parker,s:20~l:28~a:3072292,Black,9999.99%,29,Happy,9832.86%,"6' 7"", 320 lbs",10/21/1995 (29),NC A&T,"2018: Rd 3, Pk 65 (OAK)",Active,https://www.espn.com/nfl/player/_/id/3072292/brandon-parker
Kentavius Street,s:20~l:28~a:3116726,Black,10000.00%,29,Neutral,9993.35%,"6' 2"", 315 lbs",5/8/1996 (29),NC State,"2018: Rd 4, Pk 128 (SF)",Active,https://www.espn.com/nfl/player/_/id/3116726/kentavius-street
Easton Stick,s:20~l:28~a:3120590,White,9853.72%,25,Happy,9999.48%,"6' 1"", 217 lbs",9/15/1995 (29),North Dakota St,"2019: Rd 5, Pk 166 (LAC)",Active,https://www.espn.com/nfl/player/_/id/3120590/easton-stick
Kaden Elliss,s:20~l:28~a:3124890,White,6990.22%,25,Neutral,5166.15%,"6' 2"", 240 lbs",6/10/1995 (30),Idaho,"2019: Rd 7, Pk 244 (NO)",Active,https://www.espn.com/nfl/player/_/id/3124890/kaden-elliss
Kaleb McGary,s:20~l:28~a:3127304,White,9985.72%,31,Neutral,9790.96%,"6' 6"", 330 lbs",2/22/1995 (30),Washington,"2019: Rd 1, Pk 31 (ATL)",Active,https://www.espn.com/nfl/player/_/id/3127304/kaleb-mcgary
Josh Woods,s:20~l:28~a:3128303,Black,9974.85%,30,Happy,9967.93%,"6' 1"", 240 lbs",7/1/1996 (28),Maryland,N/A,Active,https://www.espn.com/nfl/player/_/id/3128303/josh-woods
Chris Lindstrom,s:20~l:28~a:3672833,Latino Hispanic,4366.13%,24,Happy,9956.06%,"6' 3"", 310 lbs",2/28/1997 (28),Boston College,"2019: Rd 1, Pk 14 (ATL)",Active,https://www.espn.com/nfl/player/_/id/3672833/chris-lindstrom
Ray-Ray McCloud III,s:20~l:28~a:3728262,Black,10000.00%,27,Neutral,9511.87%,"5' 9"", 185 lbs",10/15/1996 (28),Clemson,"2018: Rd 6, Pk 187 (BUF)",Active,https://www.espn.com/nfl/player/_/id/3728262/ray-ray-mccloud-iii
David Sills V,s:20~l:28~a:3871102,White,9996.26%,24,Happy,4626.83%,"6' 3"", 211 lbs",5/29/1996 (29),West Virginia,N/A,Active,https://www.espn.com/nfl/player/_/id/3871102/david-sills-v
Mike Hughes,s:20~l:28~a:3895841,Black,9991.80%,25,Neutral,8321.37%,"5' 10"", 190 lbs",2/11/1997 (28),UCF,"2018: Rd 1, Pk 30 (MIN)",Active,https://www.espn.com/nfl/player/_/id/3895841/mike-hughes
Liam McCullough,s:20~l:28~a:3915528,Latino Hispanic,4529.30%,26,Happy,9022.16%,"6' 2"", 245 lbs",6/5/1997 (28),Ohio State,N/A,Active,https://www.espn.com/nfl/player/_/id/3915528/liam-mccullough
Jessie Bates III,s:20~l:28~a:3919512,Latino Hispanic,3062.36%,25,Happy,9058.98%,"6' 1"", 210 lbs",2/26/1997 (28),Wake Forest,"2018: Rd 2, Pk 54 (CIN)",Active,https://www.espn.com/nfl/player/_/id/3919512/jessie-bates-iii
Jordan Williams,s:20~l:28~a:3928939,Latino Hispanic,3719.95%,23,Happy,9897.90%,N/A,5/26/1997,Baylor,N/A,N/A,https://www.espn.com/nfl/player/_/id/3928939/jordan-williams
Tyrone Wheatley Jr.,s:20~l:28~a:3929922,Black,10000.00%,31,Neutral,9964.80%,"6' 6"", 265 lbs",2/4/1997 (28),Morgan State,N/A,Active,https://www.espn.com/nfl/player/_/id/3929922/tyrone-wheatley-jr
David Onyemata,s:20~l:28~a:4002046,Black,10000.00%,29,Angry,7423.33%,"6' 4"", 300 lbs",11/13/1992 (32),Manitoba,"2016: Rd 4, Pk 120 (NO)",Active,https://www.espn.com/nfl/player/_/id/4002046/david-onyemata
Lamar Jackson,s:20~l:28~a:4034849,Black,9581.27%,33,Neutral,9977.89%,"6' 2"", 208 lbs",4/13/1998 (27),Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4034849/lamar-jackson
